"title","link","category","starttime","endtime","location","chairs","session_text"
"Chelsea Gallery District Walking Tour","http://conference.collegeart.org/programs/chelsea-gallery-district-walking-tour-4/","Events",2015-02-14 12:00:00,2015-02-14 14:30:00,NA,NA,"Join expert art gallery guide Merrily Kerr on a trip to the Chelsea gallery district, where you will visit the most important and talked-about gallery shows of the moment. Kerr, a New York art critic and writer, has devised an itinerary that includes around six of the season’s most important shows by emerging and established artists working in a variety of disciplines.; Directions: Meet the tour guide in the assembly area in the Hilton Hotel main lobby, main entrance, at 12:00 PM to travel together by public transportation. Round-trip travel will cost $5; please purchase your Metrocard in advance at the subway station."
"Towards a Better Future: Art, Activism, Ideas, and Opportunities beyond the Studio, Part II","http://conference.collegeart.org/programs/towards-a-better-future-art-activism-ideas-and-opportunities-beyond-the-studio-part-ii-2/","ARTspace Session",2015-02-14 12:00:00,2015-02-14 13:30:00,"Hilton New York, 2nd Floor, Murray Hill Suite","David Brown, Fine Art Museum, Western Carolina University","Elizabeth Thompson, Buckminster Fuller Challenge; Mitchell Joachim, Terraform One (Open Network Ecology); Amina Ross, 3rd Language; The Autonomous Energy Research Lab"
"Brown Bag Lunch: Tenure Expectations","http://conference.collegeart.org/programs/brown-bag-lunch-tenure-expectations/","Student & Emerging Professionals",2015-02-14 12:00:00,2015-02-14 13:00:00,NA,NA,""
"Towards a Better Future: Art, Activism, Ideas, and Opportunities beyond the Studio, Part II","http://conference.collegeart.org/programs/towards-a-better-future-art-activism-ideas-and-opportunities-beyond-the-studio-part-ii/","ARTspace",2015-02-14 12:00:00,2015-02-14 13:30:00,"2nd Floor, Murray Hill Suite","David Brown, Fine Art Museum, Western Carolina University","Panelists; Elizabeth Thompson, Buckminster Fuller Challenge; Mitchell Joachim, Terraform One (Open Network Ecology); Amina Ross, 3rd Language; The Autonomous Energy Research Lab"
"The College Board Advanced Placement Studio Art Purpose, Process, Preparation and Their Relationship to Foundation Programs","http://conference.collegeart.org/programs/the-college-board-advanced-placement-studio-art-purpose-process-preparation-and-their-relationship-to-foundation-programs/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Sutton Parlor South","Dale Clifford, Savannah College of Art and Design; M. Colleen Harrigan, Clarkstown South High School","Process Documentation in the Studio; Dale Clifford, Savannah College of Art and Design; Using Voice Thread for Visual Documentation; M. Colleen Harrigan, Clarkstown South High School"
"Oxford University PressEncyclopedia of Aesthetics, 2nd Edition","http://conference.collegeart.org/programs/encyclopedia-of-aesthetics-encyclopedia-of-aesthetics-2nd-edition-oxford-university-press/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Sutton Parlor Center","Gregg Horowitz, Pratt Institute","Susan Stewart, Princeton University; Thierry D; uve, Charles de Gaulle University – Lille III; Kristel Smentek, Massachusetts Institute of Technology; Discussant: Michael Kelly, Encyclopedia of Aesthetics"
"American Institute of Graphic Arts/AIGA Why Do They Do What They Do as They Do? Examining Select Approaches to Graduate Education in “Graphic Design”","http://conference.collegeart.org/programs/american-institute-of-graphic-artsaiga-why-do-they-do-what-they-do-as-they-do-examining-select-approaches-to-graduate-education-in-graphic-design/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 3rd Floor, Petit Trianon","Michael Gibson, University of North Texas","Learning to “Design Backwards”: An Imperative for Graduate Education in Design; Michael R. Gibson, University of North Texas; A Responsible/Responsive Design Education; Santiago Piedrafita, Pratt Institute; Terminal by Degrees: Rethinking Graduate Design Education; Tad Hirsch, University of Washington at Seattle; Critical Curiosity: First Principles Shaping a Graduate Program in Applied Design Research; Keith Owens, University of North Texas; Making Inroads into Interdisciplinary Graduate Design Studies; Troy Abel, Virginia Polytechnic Institute and State University"
"Queer Caucus for Art Queer Threads Unraveled","http://conference.collegeart.org/programs/queer-caucus-for-art-queer-threads-unraveled/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 3rd Floor, Mercury Ballroom","John Chaich, Queer Threads; Jeanne Vaccaro","Liz Collins, independent artist; Aaron M; ntosh, independent artist; Sheila Pepe, Pratt Institute; J. Roberts, independent artist; Nathan Vincent, independent artist"
"Association of Art Editors Did You Read That? Art Editing on the Web","http://conference.collegeart.org/programs/association-of-art-editors-did-you-read-that-art-editing-on-the-web/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Madison Suite","Christopher Howard, College Art Association","Stephanie Cash, Burnaway; Orit Gat, W;  Review and Rhizome; John Hicks, Getty Research Institute; Alodie Larson, Grove Dictionary of Art, Oxford Art Online; Dushko Petrovich, Yale University School of Art"
"Art, Literature and Music in Symbolism and Decadence Symbolist Art and the Unconscious","http://conference.collegeart.org/programs/art-literature-and-music-in-symbolism-and-decadence-symbolist-art-and-the-unconscious/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Bryant Suite","Deborah Cibelli, Art, Literature and Music in Symbolism and Decadence","Performing the Unconscious: The Visual Culture of Spiritualism and Its Reception by Symbolist Artists; Serena Keshavjee, University of Winnipeg; Odilon Redon and the Unconscious; Joelle Joffe, Universite Paris VIII Saint Denis; The Self as Other: Symbolist Self-Portraiture and the Psychology of the Unconscious; Marja Lahelma, independent scholar; Redon and Charcot; Rosina Neginsky, University of Illinois at Springfield"
"Historians of Eighteenth-Century Art and Architecture Donald Posner and the Study of Seventeenth- and Eighteenth-Century French and Italian Art","http://conference.collegeart.org/programs/historians-of-eighteenth-century-art-and-architecture-donald-posner-and-the-study-of-seventeenth-and-eighteenth-century-french-and-italian-art/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Sutton Parlor North","Andria Derstine, Allen Memorial Art Museum, Oberlin College; Rena M. Hoisington, The Baltimore Museum of Art","A Return to Loreto: Guido Reni, Caravaggio, and Donald Posner; Rachel M; arry, Minneapolis Institute of Arts; The Portrait d’apparat after Rigaud: Iconographical and Ideological Variations in Images of Louis XV and Marie Leszczynska, ca. 1723–1747; Todd L. Larkin, Montana State University; Nicolas Lancret: Île de France or Île de Cythère?; Mary Tavener Holmes, independent scholar; Giambattista Tiepolo’s Two Designs for the Triumph of Hercules; William Barcham, independent scholar"
"Association for Modern and Contemporary Art of the Arab World, Iran, and Turkey What Is Contemporary Islamic Art?","http://conference.collegeart.org/programs/association-for-modern-and-contemporary-art-of-the-arab-world-iran-and-turkey-what-is-contemporary-islamic-art/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Beekman Parlor","Nada Shabout, University of North Texas; Sarah A. Rogers, Association for Modern and Contemporary Art of the Arab World, Iran, and Turkey (AMCA)","Iftikhar Dadi, Cornell University; Dina Bangdel, Virginia Commonwealth University; Gul Inanc, Nanyang Technological University; Azra Aksamija, Massachusetts Institute of Technology; Finbarr B. Flood, Institute of Fine Arts, New York University; Avinoam Shalem, Columbia University"
"Southeastern College Art Conference Art and Traveling: Inspiration from Far Away Places","http://conference.collegeart.org/programs/southeastern-college-art-conference-art-and-traveling-inspiration-from-far-away-places/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Gramercy A","Jason John, University of North Florida",""
"Foundations in Art: Theory and Education Business Meeting","http://conference.collegeart.org/programs/foundations-in-art-theory-and-education-business-meeting/","Meetings",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Regent Parlor",NA,""
"Exhibitor SessionHow to Get Published and How to Get Read","http://conference.collegeart.org/programs/how-to-get-published-and-how-to-get-read/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 3rd Floor, Trianon Ballroom","Sarah Sidoti, Kath Burton, and Tara Golebiewski, Taylor & Francis Group",""
"SGC International Printmaking as a Watering Hole","http://conference.collegeart.org/programs/sgc-international-printmaking-as-a-watering-hole/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Gramercy B","Jon Swindler, University of Georgia","Zygote; Liz Maugans, Zygote Press; The Zz School of Print Media; Erin Zona, Zz School of Print Media; Buying Drinks; Kjellgren Alkire, Winona State University"
"Association for Critical Race Art History Business Meeting","http://conference.collegeart.org/programs/association-for-critical-race-art-history-business-meeting/","Meetings",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Nassau Suite",NA,""
"Japan Art History Forum The Presence of Japanese Art and Its Collections in Spain","http://conference.collegeart.org/programs/japan-art-history-forum-the-presence-of-japanese-art-and-its-collections-in-spain/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 2nd Floor, Morgan Suite","Yayoi Kawamura, Universidad de Oviedo; Muriel Gomez, Universitat Oberta de Catalunya","The Namban Period; Yayoi Kawamura, Universidad de Oviedo; Japonism Period; Pilar Cabanas, Complutense University of Madrid; Ramon Vega, Universidad de Oviedo; Postwar Period; Muriel Gomez, Universitat Oberta de Catalunya; Alejandra Rodriguez, Universidad de Zaragoza"
"Creative Capital FoundationCreative Capital’s Professional Development Program","http://conference.collegeart.org/programs/creative-capital-foundationcreative-capitals-professional-development-program/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, 3rd Floor, Rendezvous Trianon","Sean Elwood, Creative Capital Foundation",""
"CAA Committee on Women in the Arts Funding Strategies for Feminist Artists and Scholars","http://conference.collegeart.org/programs/caa-committee-on-women-in-the-arts-funding-strategies-for-feminist-artists-and-scholars/","Sessions",2015-02-14 12:30:00,2015-02-14 14:00:00,"Hilton New York, Concourse Level, Concourse G","Donna Moran, Pratt Institute; Margaret Murphy","Karen S. Atkinson, California Institute of the Arts and Getting Your Sh*t Together; Jackie Battenfield, Columbia University; Anne Q. M; eown, Rutgers Center for Innovative Print & Paper; Rhonda Schaller, Pratt Institute; Rachel Selekman, independent artist"
"Video across Borders: Global Histories, Local Practices","http://conference.collegeart.org/programs/video-across-borders-global-histories-local-practices/","Sessions",2015-02-14 14:30:00,2015-02-14 17:00:00,"Hilton New York, 3rd Floor, Rendezvous Trianon","Rebecca Peabody, Getty Research Institute; Kenneth Rogers, York University","Strategies for Rethinking a Global History of Video Art; Kenneth Rogers, York University; Counter-Television: Video Art in Brazil ca. 1970s; Elena Shtromberg, University of Utah; Iran via Video: Art and Information Exchange on the World Wide Web; Sandra Skurvida, independent scholar; Tracing the Development of Video Art from Mexico: The Televisual Performances of Pola Weiss; Gabriela Aceves-Sepúlveda, Simon Fraser University; Japanese Video in the Analog Era; Glenn Phillips, Getty Research Institute; Discussant: Rebecca Peabody, Getty Research Institute"
"Science is Measurement: Nineteenth-Century Science, Art, and Visual Culture, Part II","http://conference.collegeart.org/programs/science-is-measurement-nineteenth-century-science-art-and-visual-culture-part-ii/","Sessions",2015-02-14 14:30:00,2015-02-14 17:00:00,"Hilton New York, 2nd Floor, Madison Suite","Nancy Marshall, University of Wisconsin–Madison","Photographing Ether, Documenting Pain: Representing the Chemical Invisible in Nineteenth-Century American Medical Daguerreotypes; Naomi Hood Slipp, Boston University; Lurking within Reach: Stereoscopic Photomicrography in the 1860s; Amanda Wasielewski, The Graduate Center, City University of New York; Gauguin and Neurology; Barbara J. Larson, University of West Florida; Sculpture in the Age of Darwin; Imogen J. Hart, University of California, Berkeley; Beauty’s Reward: Darwinian Aesthetics and Aestheticism in James M; eill Whistler’s Peacock Room; Caitlin Silberman, University of Wisconsin–Madison"
